Category,Name,Description,Values,Default value
Piping,piping_schematic_driven,Set the Schematic Driven Pipeline Modeling ON/OFF,"yes, no",no
Piping,piping_schematic_xml_dir,Specify directory with full path containing schematic information XML file(s).,,<dir_name>\dump_x86e_win64\
Piping,piping_spec_dir_file,Sets the default piping specification directory filename.,,<creo_loadpoint>\text\piping_data\sample_project\piping_spec_dir.csv
Piping,piping_system_tree_format,Sets the default piping model tree format.,,mnemonic
Piping,piping_thumb_wheel_increment,Sets the default piping thumb wheel increment value.,,1
Piping,piping_thumb_wheel_ratio_inc,Sets the default piping thumb wheel ratio increment value.,,0.01
Piping,piping_wildfire_convert,Always ask before converting old piping assemblies to update the network structure.,"never, automatic, manual",manual
Piping,pro_insulation_dir,Specifies the directory to search for insulation files used in Pro/PIPING. Use full path name to avoid problems.,,
Piping,pro_pip_fitt_dir,Specifies the directory to search for fittings used in Pro/PIPING.,,
Piping,pro_pip_lnstk_dir,Specifies the directory to search for linestock files used in Pro/PIPING. Use full path name to avoid problems.,,
Piping,units_system_dic_file,Specifies the file containing the mapping for MCAT filename and units.,,<creo_loadpoint>\text\piping_data\master_catalog\piping_units_system_dic_file.ptd
Printing & Plotting,acrobat_reader,Sets the Adobe Acrobat Reader command path. This value will be used to launch the reader after exporting a PDF document.,,
Printing & Plotting,cs_print_use_frm_file,Specifies the name of format file (*.frm) used as a default for printing models.  The format file could be customized within the Printer Configuration dialog box.,,
Printing & Plotting,delete_after_plotting,Yes - A plot file is automatically deleted from the directory in which it resides when it has been successfully plotted.,"yes, no",yes
Printing & Plotting,din_std_line_priority,If set to YES line priority in plotting or export is determined according to DIN standard,"yes, no",no
Printing & Plotting,gerber_360_interpolation,Yes - Arcs and circles included in outputted Gerber plot files will take this format.,"yes, no",no
Printing & Plotting,pen1_line_weight,Sets the weight of entities plotted with pens using an electrostatic plotter. The weight is a range from 1 (thinnest) to 16 (thickest).,,4
Printing & Plotting,pen2_line_weight,Sets the weight of entities plotted with pens using an electrostatic plotter. The weight is a range from 1 (thinnest) to 16 (thickest).,,1
Printing & Plotting,pen3_line_weight,Sets the weight of entities plotted with pens using an electrostatic plotter. The weight is a range from 1 (thinnest) to 16 (thickest).,,2
Printing & Plotting,pen4_line_weight,Sets the weight of entities plotted with pens using an electrostatic plotter. The weight is a range from 1 (thinnest) to 16 (thickest).,,3
Printing & Plotting,pen5_line_weight,Sets the weight of entities plotted with pens using an electrostatic plotter. The weight is a range from 1 (thinnest) to 16 (thickest).,,2
Printing & Plotting,pen6_line_weight,Sets the weight of entities plotted with pens using an electrostatic plotter. The weight is a range from 1 (thinnest) to 16 (thickest).,,3
Printing & Plotting,pen7_line_weight,Sets the weight of entities plotted with pens using an electrostatic plotter. The weight is a range from 1 (thinnest) to 16 (thickest).,,1
Printing & Plotting,pen8_line_weight,Sets the weight of entities plotted with pens using an electrostatic plotter. The weight is a range from 1 (thinnest) to 16 (thickest).,,4
Printing & Plotting,pen_slew,Sets the pen speed for both x and y directions for plotters that are compatible with this option. Consult your plotter's user guide for more information.,,-1.000000 0.000000
Printing & Plotting,pen_slew_xy,"Sets the pen speed for the x and y directions individually for plotters that are compatible with this option.  The first value is the x value and the second, the y value. They should be separated by a space.",,-1.000000 0.000000
Printing & Plotting,pen_table_file,Specifies a default pen mapping table which supersedes other pen mapping information.,,table.pnt
Printing & Plotting,plot_carberry_extends,"When plotting to a raster format (jpg, tiff, etc), set to YES to ignore the view border and produce output sized to the smallest rectangle that includes the drawing items.","yes, no",no
Printing & Plotting,plot_file_dir,Specifies the directory where plot files should be written. Use the full pathname to avoid problems. For example /home/users/plotfiles.,,
Printing & Plotting,plot_linestyle_scale,Specifies the scaling factor for the DOTFONT line style in a plot.,,1
Printing & Plotting,plot_names,Yes - Plot files are given descriptive extensions when created. No - All plot files are simply given the extension .plt.,"yes, no",no
Printing & Plotting,plot_proceed_dialog,Yes - Enables the Plot Proceed dialog which provides a choice for delaying the printing of plot files. This is useful for large plots when using lp print commands. The lp command may not access the plot file before it is removed resulting in no output.,"yes, no",no
Printing & Plotting,plot_to_scale_full_window,Provides the ability to exclude empty window space when plotting the model to scale.,"yes, no",yes
Printing & Plotting,plotter,Establishes the default plotter for making plot files.,,
Printing & Plotting,plotter_command,"Sets the command that you use to start a plot on your system; for Windows NT or Windows 95, windows_print_manager option configures Creo to plot to a recognized device in the Windows NT or Windows 95 print manager.",windows_print_manager,
Printing & Plotting,plotter_handshake,Specifies the type of plotter handshake initialization sequence generated in the plotter files.,"hardware, software",software
Printing & Plotting,postscript_compression,Specifies whether or not to compress exported shaded PostScript files. Yes - A shaded postscript file created with File>Export will be compressed. This will increase processing time.,"yes, no",no
Printing & Plotting,pro_plot_config_dir,Sets the directory of your user-defined plotter configuration file. Use the full pathname to avoid problems.,,
Printing & Plotting,ps_output_with_pagesize,Specifies whether or not to include pagesize information when generating postscript files from Creo. No - Creo will omit Adobe level 2 pagesize information from the header of the postscript file.,"yes, no",yes
Printing & Plotting,raster_plot_dpi,Determines the resolution for plotter outputs variables are in dots per inch.,"100, 200, 300, 400",100
Printing & Plotting,rotate_postscript_print,"Specifies rotation for printing. Yes - Rotates a PostScript plot 90 degrees counterclockwise. Use when you are plotting a landscape drawing on a portrait-type laser printer, or a portrait drawing on a landscape-type laser printer.","yes, no",no
Printing & Plotting,shaded_postscript_background,Specifies how background colors are handled in Postscript files of shaded objects.,"yes, no",no
Printing & Plotting,ttf_handling_for_plot_files,"Defines how annotations using True Type Fonts are written to the plot file. Using True Type Fonts reduces the plot file size, but font substitution may occur due to device settings. Annotations that do not use True Type Fonts are unaffected by this option.","stroke all fonts, use true type fonts",use true type fonts
Printing & Plotting,u3d_create_color_surfaces,YES- Exports color of each surface of model. NO- Exports one color per model. Default NO.,"yes, no",no
Printing & Plotting,use_8_plotter_pens,Specifies whether to support up to 8 plotter pens. The initial default is 4 pens.,"yes, no",no
Printing & Plotting,use_software_linefonts,"Yes - The exact line style used in Creo is plotted, stroked out dot by dot, dash by dash, and space by space. No - plots lines using the line font it supports which most closely resembles the font used in Creo.","yes, no",no
Printing & Plotting,variable_plots_in_inches,No - Variable plot sizes may be entered in millimeters.,"yes, no",yes
Printing & Plotting,versatec_cutter_installed,Yes - Indicates that a cutter is installed on a Versatec plotter.,"yes, no",yes
Reference Control,allow_direct_ref_to_layout_file,Allow direct references to layout files through layout feature.,"yes, no",no
Reference Control,allow_ref_scope_change,"No - Displays the message ""Reference scope changes are prohibited by the configuration file settings"" when the Ref Scope user interface is changed.","yes, no",yes
Reference Control,def_comp_ref_ctrl_exception,Default setting for newly created components that allows/disallows referencing entities forbidden by Reference Control settings.,"yes, no",yes
Reference Control,def_multiple_backup_prompt_num,Number of selected components/features that will invoke confirmation before the creation or deletion of backups.,,100
Reference Control,def_obj_feat_refs_to_backup,"Default setting that controls the level of feature backup for newly created models. Other_models: all references to other models will be backed up, Non_permitted: only references that were created despite the initial restrictions will be backed up.","none, other_models, non_permitted",non_permitted
